BSAA,BSBA,BSCA,PYEA,BSFA,BSGA,PLHA,PRHA,PTHA,PFNA,PLNA,BSPA,BSSA,BSTA,PSTA,BSWA,PLBB,PRBB,PLCB,PRCB,PLFB,PRFB,PKAC,PACC,PMPC,PPRC,RCHD,PGID,TGID,POID,PUND,PHPD,PSPD,PRSD,PGHE,PUHE,PPOE,PBRE,PEYE,TRAF,PPBF,PBSH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PPRI,PINJ,PBAK,PTAK,PPBK,PRBK,PNEK,PFLK,PFMK,PTRK,PBTK,PTAL,PIBL,PHCL,PLEL,PREL,PLKL,PSPL,PLSL,PHLM,PSTM,PHAN,PJEN,PTEN,PLHN,PRHN,PLKN,PRKN,PLSO,PTHP,PIMP,PJMP,PTYP,PCAR,PSAR,PTAR,PLCR,PJER,PLKR,PKPR,PSPR,PLSR,PRTR,PSTR,POVR,PAWR,PLWR,PRWR,PPBS,PRBS,PDIS,PVIS,RELS,PRNS,PPOS,PPRS,PYRS,BSAT,BSBT,SPCT,BSCT,BSFT,PHGT,BSGT,PWGT,PHIT,BSPT,PKRT,BSST,BSTT,BSWT,PBCV,PMCV,PZCV,PFMV,PJMV,PPMV,PSMV,PESV,PBFW,PLHW,PLTW,PLSY,PSTY,sgmp,
6,10,7,0,10,6,3,3,63,Daddy,Dirtbag,5,10,10,63,0,0,0,2,2,2,2,57,57,0,57,2206,3182,45,3182,0,0,62,0,162,0,23,0,1,60,47,53,3,3,53,1,1,55,0,40,0,56,63,61,0,0,33,58,57,0,54,0,0,0,0,0,9,5,8,0,2,0,0,0,1,1,1,57,80,57,0,54,63,0,0,0,0,58,0,9,59,56,58,56,10,10,51,52,4,1,53,3,3,61,58,0,6,55,29,0,73,0,20,62,5,63,10,10,0,62,62,58,60,57,56,60,59,52,0,0,0,0,0,
5,10,7,0,10,6,0,0,56,Daddy,Dirtbag,5,10,10,58,0,0,0,0,0,0,0,56,62,0,54,2363,3183,45,3183,0,0,54,0,134,0,28,0,0,53,41,63,3,3,60,2,2,55,0,40,0,59,59,61,0,1,32,59,56,0,54,0,16,16,0,0,10,3,44,0,10,1,0,0,2,2,1,54,78,60,0,60,54,0,0,0,0,60,0,10,53,60,58,63,7,10,37,41,6,0,63,1,0,60,61,4,6,61,29,0,74,0,45,59,5,57,10,10,0,56,61,58,62,55,57,62,59,40,0,1,0,0,0,
5,10,7,1,10,6,0,0,62,Daddy,Dirtbag,5,10,10,57,0,0,0,3,3,0,0,59,53,0,61,90,3184,45,3184,0,0,53,2,49,0,48,0,0,53,23,55,3,3,63,1,1,57,14,40,0,62,58,63,0,1,17,58,60,0,58,1,15,15,0,0,0,5,26,0,17,0,0,0,1,1,1,54,80,55,0,62,58,0,0,1,0,53,0,0,63,55,58,63,7,1,40,24,6,0,56,1,0,58,56,4,6,59,29,0,80,0,65,61,5,55,10,10,0,53,53,58,59,57,59,53,61,23,0,0,0,0,0,
10,5,10,2,10,9,16,16,56,Daddy,Dirtbag,5,10,10,59,0,0,0,0,0,0,0,57,53,0,58,2050,3185,45,3185,0,0,59,2,177,0,45,0,1,54,44,61,4,4,58,2,2,53,28,40,0,54,58,56,0,0,20,57,63,0,61,0,13,13,0,0,11,5,34,0,9,1,0,0,2,2,1,54,87,53,0,53,60,0,0,0,0,63,0,11,61,59,58,63,12,12,68,43,5,0,62,3,12,57,59,21,21,63,15,20,75,17,148,56,0,55,15,16,0,62,53,53,53,62,61,57,62,44,0,0,0,0,0,
4,2,8,0,0,3,16,16,53,Daddy,Dirtbag,4,3,2,63,0,0,0,0,0,0,0,54,59,0,62,4401,3186,45,3186,0,0,53,2,180,0,23,0,1,62,86,53,4,4,63,2,2,57,0,40,0,61,60,58,0,0,20,61,59,0,63,2,2,2,1,0,0,5,10,0,65,2,0,0,2,2,1,59,76,58,0,57,61,0,0,1,1,61,0,0,53,58,58,54,0,0,80,73,3,0,57,5,5,63,55,21,21,54,8,20,78,16,140,59,0,53,10,16,0,58,61,57,62,57,59,57,59,71,0,0,0,0,0,
10,2,6,0,4,7,0,0,58,Daddy,Dirtbag,7,10,6,59,0,0,0,2,2,0,0,60,57,0,61,4442,3187,45,3187,0,0,57,0,236,0,39,0,1,54,42,53,3,3,53,1,1,55,7,40,1,63,56,56,0,0,21,53,55,0,59,2,15,15,0,0,4,5,6,0,44,2,0,0,1,1,1,58,85,54,0,53,58,0,0,0,0,62,0,4,54,59,58,58,11,11,40,44,6,0,63,1,15,61,56,5,20,63,0,5,75,0,65,53,10,54,10,5,0,62,62,59,59,63,53,58,63,44,0,0,0,0,0,
4,2,8,1,0,3,3,3,55,Daddy,Dirtbag,4,3,2,58,0,0,0,0,0,0,0,56,54,0,63,10875,3188,45,3188,0,0,63,0,188,0,33,0,1,60,29,55,3,3,60,1,1,57,0,40,0,63,57,58,0,0,36,56,61,0,58,0,12,12,0,0,0,3,30,0,94,0,0,0,1,1,1,56,80,58,0,60,54,0,0,1,0,58,0,0,53,58,58,61,14,14,25,25,3,1,56,2,11,61,63,21,21,58,8,20,77,16,75,61,0,55,10,16,0,56,62,56,54,54,60,57,60,25,0,0,0,0,0,
4,2,8,0,0,3,3,3,62,Daddy,Dirtbag,4,3,2,53,0,0,0,0,0,0,0,55,59,0,60,10589,3189,45,3189,0,0,54,0,148,0,25,0,0,56,29,58,3,3,55,2,2,63,10,40,0,58,54,56,0,0,21,56,59,0,53,0,11,11,0,0,11,5,13,0,43,0,0,0,2,2,1,56,84,57,0,56,53,0,0,0,0,54,0,11,56,56,57,57,13,13,64,29,4,0,54,3,11,61,53,21,21,53,8,20,77,16,85,55,0,56,10,16,0,60,59,63,63,58,56,57,55,29,0,0,0,0,0,
5,10,2,1,7,8,3,3,59,Daddy,Dirtbag,10,4,0,56,0,0,0,3,3,0,0,54,59,0,62,4442,3190,45,3190,0,0,53,0,187,0,34,0,0,60,46,57,3,3,57,2,2,56,7,40,1,53,55,56,0,0,31,62,61,0,62,0,0,0,0,0,9,3,43,0,22,1,0,0,1,1,1,53,90,56,0,61,61,0,0,0,0,57,0,9,58,63,58,60,12,12,54,54,6,0,60,3,14,56,56,5,26,54,10,11,74,9,70,57,8,54,4,10,0,56,59,63,60,61,59,54,57,54,0,0,0,0,0,
10,10,0,1,3,9,15,15,54,Daddy,Dirtbag,6,10,7,56,0,0,0,0,0,0,0,56,62,0,57,2315,3191,45,3191,0,0,55,0,181,0,24,0,1,63,78,55,4,4,60,2,2,59,0,40,0,58,63,63,0,0,14,56,60,0,54,2,9,9,1,0,0,3,12,0,78,0,0,0,2,2,1,61,78,62,0,60,58,0,0,0,1,55,0,0,57,58,58,55,3,3,83,88,6,0,55,5,9,53,63,24,15,60,20,20,78,15,190,57,0,63,15,14,0,61,58,61,55,62,59,54,61,85,0,0,0,0,0,
8,10,5,3,10,7,3,3,54,Daddy,Dirtbag,7,8,7,63,0,0,0,0,0,3,3,63,63,0,60,10880,3192,45,3192,0,0,60,2,206,0,68,0,0,63,44,55,3,3,59,1,1,54,20,40,1,53,53,53,0,0,46,61,63,0,56,0,10,10,0,0,0,6,12,0,6,2,0,0,1,1,1,62,80,55,0,59,58,0,0,1,0,58,0,0,57,53,58,53,10,10,42,47,3,1,59,3,18,60,61,0,6,54,30,0,74,0,45,59,0,58,0,1,0,53,53,57,56,60,54,59,61,44,0,0,0,0,0,
10,2,6,0,4,7,15,15,63,Daddy,Dirtbag,7,10,6,62,0,0,0,2,2,1,1,56,55,0,60,4366,3193,45,3193,0,0,58,2,152,0,33,0,1,62,42,61,3,3,53,1,1,60,0,40,1,60,58,63,0,0,31,59,63,0,58,4,0,0,0,0,7,3,9,0,35,1,0,0,1,1,1,56,80,57,0,63,57,0,0,0,0,60,0,7,53,57,58,59,3,3,46,46,4,0,55,3,13,54,53,5,20,61,0,5,74,0,55,57,10,53,10,5,0,54,55,62,58,56,60,56,61,46,0,0,0,0,0,
10,2,6,0,4,7,3,3,53,Daddy,Dirtbag,7,10,6,62,0,3,3,3,3,0,0,55,63,0,53,4453,3194,45,3194,0,0,58,0,161,0,43,0,0,55,19,58,3,3,62,1,1,55,18,40,1,60,56,55,0,0,17,60,58,0,60,0,0,0,0,0,4,5,18,0,3,2,0,0,1,1,1,63,87,57,0,61,54,0,0,0,0,62,0,4,61,58,58,56,1,1,49,19,5,0,54,1,17,62,53,5,20,59,0,5,70,0,27,60,10,61,10,5,0,57,61,61,61,53,58,62,54,24,0,0,0,0,0,
10,10,0,1,3,9,18,18,60,Daddy,Dirtbag,6,10,7,53,0,0,0,0,0,0,0,61,59,0,56,4367,3195,45,3195,0,0,62,2,221,0,54,0,1,57,76,63,4,4,61,2,2,56,11,40,0,55,57,53,0,0,34,54,60,0,54,0,9,9,1,0,0,5,7,0,71,2,0,0,2,2,1,58,84,58,0,60,63,0,0,0,1,59,0,0,61,55,59,63,10,10,85,71,5,0,54,5,6,61,62,24,15,55,20,20,78,15,169,60,0,58,15,14,0,63,58,61,58,59,58,60,61,73,0,0,0,0,0,
10,2,6,2,4,7,3,3,62,Daddy,Dirtbag,7,10,6,53,0,0,0,0,0,2,2,54,63,0,57,4462,3196,45,3196,0,0,58,0,165,0,32,0,0,56,37,56,3,3,56,1,1,54,26,40,1,60,58,59,0,0,7,60,58,0,62,0,13,13,0,0,12,3,2,0,26,1,0,0,1,1,1,55,84,62,0,53,62,0,0,0,0,57,0,12,59,60,58,56,0,0,43,46,3,1,62,1,17,63,61,5,20,62,0,5,73,0,42,54,10,55,10,5,0,62,54,55,59,58,62,61,58,45,0,1,0,0,0,
6,10,7,0,10,6,0,0,60,Daddy,Dirtbag,5,10,10,63,0,0,0,1,1,2,2,63,59,0,57,4456,3197,45,3197,0,0,60,0,152,0,36,0,0,62,78,63,3,3,58,2,2,62,2,40,1,53,63,60,0,0,36,60,59,0,57,2,12,12,0,0,12,3,34,0,19,1,0,0,2,2,1,61,94,61,0,58,61,0,0,0,0,62,0,12,57,60,59,54,10,10,73,82,6,0,62,1,4,62,55,0,6,63,29,0,76,0,66,55,5,59,10,10,0,62,61,56,60,56,61,57,53,82,0,0,0,0,0,
6,10,7,2,10,6,17,17,63,Daddy,Dirtbag,5,10,10,56,0,0,0,0,0,3,3,63,55,0,60,5959,3198,45,3198,0,0,55,2,29,0,39,0,0,55,61,54,3,3,57,2,2,62,2,40,0,55,61,61,0,0,16,53,63,0,63,0,13,13,0,0,0,1,22,0,41,2,0,0,2,2,1,56,84,53,0,63,60,0,0,1,0,59,0,0,54,57,58,62,11,11,73,60,6,0,57,1,4,53,55,0,6,61,29,0,75,0,70,63,5,58,10,10,0,63,56,56,53,57,62,53,61,61,0,0,0,0,0,
6,10,7,1,10,6,3,3,56,Daddy,Dirtbag,10,10,10,54,0,0,0,1,1,0,0,55,54,0,62,10937,3199,45,3199,0,0,61,0,167,0,33,0,0,61,34,58,3,3,62,1,1,60,0,40,0,53,56,61,0,0,15,62,61,0,60,0,0,0,0,0,8,1,10,0,12,1,0,0,1,1,1,62,80,56,0,57,58,0,0,0,0,62,0,8,60,60,59,56,1,1,38,38,4,1,59,1,18,61,63,0,6,61,29,0,74,0,50,60,5,63,10,10,0,59,56,59,59,58,61,60,56,38,0,0,0,0,0,
6,10,7,2,10,6,3,3,63,Daddy,Dirtbag,5,10,10,54,0,0,0,2,2,3,3,53,62,0,57,4465,3200,45,3200,0,0,61,0,168,0,34,0,0,55,21,56,3,3,57,1,1,55,32,40,1,54,61,61,0,0,36,63,60,0,60,0,0,0,0,0,9,3,19,0,3,2,0,0,1,1,1,61,99,58,0,53,57,0,0,0,0,59,0,9,60,61,58,62,1,1,26,58,5,0,56,1,3,63,55,0,6,59,29,0,72,0,27,53,5,56,10,10,0,61,53,57,62,59,56,59,54,58,0,0,0,0,0,
6,10,7,0,10,6,3,3,63,Daddy,Dirtbag,5,10,10,62,0,0,0,3,3,1,1,53,63,0,55,4381,3201,45,3201,0,0,59,2,161,0,38,0,0,57,19,57,3,3,60,1,1,61,4,40,1,60,55,61,0,0,46,60,57,0,53,0,0,0,0,0,9,6,38,0,83,2,0,0,1,1,1,59,98,57,0,57,55,0,0,0,0,61,0,9,63,56,59,63,10,10,29,58,3,0,53,3,3,61,56,0,6,63,29,0,74,0,20,54,5,63,10,10,0,59,53,62,54,63,62,60,59,58,0,1,0,0,0,
10,10,4,3,10,6,3,3,61,Daddy,Dirtbag,8,6,10,61,0,1,1,1,1,3,3,61,55,0,62,4440,3202,45,3202,0,0,53,0,163,0,62,0,0,63,57,54,3,3,63,1,1,54,20,40,1,54,56,57,0,0,33,61,59,0,53,0,0,0,0,0,12,5,11,0,82,0,0,0,1,1,1,53,82,55,0,58,56,0,0,0,0,53,0,12,58,58,58,61,0,0,48,65,4,0,56,1,3,62,61,5,10,55,29,26,74,10,43,59,0,53,10,10,0,61,56,57,57,58,58,53,62,65,0,1,0,0,0,
8,10,5,2,10,7,3,3,56,Daddy,Dirtbag,7,8,7,58,0,3,3,1,1,0,0,61,53,0,63,2340,3203,45,3203,0,0,61,0,200,0,63,0,1,54,28,54,3,3,58,1,1,57,0,40,0,57,55,53,0,0,21,59,63,0,58,0,0,0,0,0,10,5,5,0,9,0,0,0,1,1,1,61,82,59,0,56,54,0,0,0,0,56,0,10,59,58,58,58,10,10,29,58,4,0,61,1,3,61,59,0,6,63,30,0,76,0,30,59,0,54,0,1,0,55,61,63,58,59,55,53,59,58,0,0,0,0,0,
10,10,4,2,10,6,3,3,57,Daddy,Dirtbag,8,6,10,61,0,0,0,3,3,1,1,53,59,0,62,4460,3204,45,3204,0,0,56,0,152,0,63,0,1,55,44,55,3,3,54,2,2,61,6,40,1,60,62,54,0,0,17,54,54,0,62,0,13,13,0,0,0,5,31,0,14,2,0,0,1,1,1,63,84,63,0,62,54,0,0,1,0,59,0,0,56,60,58,59,10,10,38,41,3,0,53,2,1,53,53,5,10,60,29,26,69,10,52,62,0,54,10,10,0,59,60,63,62,61,62,58,61,44,0,0,0,0,0,
6,10,7,2,10,6,3,3,63,Daddy,Dirtbag,5,10,10,58,0,2,2,1,1,1,1,53,57,0,55,4427,3205,45,3205,0,0,57,0,163,0,23,0,0,61,23,54,3,3,57,1,1,59,13,40,0,63,61,60,0,0,1,56,61,0,53,0,0,0,0,0,0,1,40,0,80,1,0,0,1,1,1,62,85,56,0,63,56,0,0,1,0,53,0,0,54,63,59,57,11,11,24,55,3,0,59,2,3,53,59,0,6,55,29,0,73,0,35,62,5,59,10,10,0,63,60,63,53,63,59,62,63,55,0,0,0,0,0,
10,10,4,3,10,6,3,3,63,Daddy,Dirtbag,8,6,10,55,0,0,0,3,3,1,1,60,54,0,63,2060,3206,45,3206,0,0,59,0,163,0,67,0,0,58,48,63,3,3,54,1,1,57,13,40,0,53,56,56,0,0,9,61,62,0,62,0,9,9,0,0,0,3,3,0,86,1,0,0,1,1,1,56,98,60,0,53,58,0,0,1,0,56,0,0,59,59,57,58,10,10,47,53,4,0,54,3,3,55,55,5,10,53,29,26,72,10,47,58,0,53,10,10,0,54,53,58,56,57,54,56,62,53,0,0,0,0,0,
4,2,8,2,0,3,16,16,53,Daddy,Dirtbag,4,3,2,53,0,0,0,3,3,0,0,59,53,0,60,4403,3207,45,3207,0,0,63,2,26,0,51,0,0,59,45,63,4,4,62,2,2,56,7,40,0,57,62,56,0,0,16,61,60,0,55,0,8,8,0,0,11,1,10,0,98,1,0,0,2,2,1,55,92,53,0,57,63,0,0,0,0,59,0,11,59,63,58,55,13,13,53,47,6,0,55,5,10,53,54,21,21,54,8,20,78,16,93,56,0,60,10,16,0,60,56,56,62,58,53,56,60,45,0,0,0,0,0,
10,5,10,2,10,9,3,3,55,Daddy,Dirtbag,5,10,10,55,0,2,2,0,0,0,0,56,57,0,54,4419,3208,45,3208,0,0,62,0,222,0,31,0,1,57,44,63,4,4,55,2,2,53,28,40,0,63,56,60,0,0,13,60,54,0,58,0,0,0,0,0,0,3,44,0,90,2,0,0,1,1,1,58,95,54,0,63,58,0,0,0,0,59,0,0,55,60,58,63,5,5,50,46,5,0,57,5,12,55,56,21,21,57,15,20,75,17,144,58,0,61,15,16,0,63,55,54,56,63,59,58,54,44,0,0,0,0,0,
10,10,4,0,10,6,3,3,53,Daddy,Dirtbag,8,6,10,54,0,0,0,1,1,3,3,53,57,0,60,4425,3209,45,3209,0,0,61,0,161,0,28,0,0,58,16,58,3,3,61,1,1,61,20,40,1,55,54,54,0,0,32,63,63,0,56,0,9,9,0,0,11,3,36,0,88,0,0,0,1,1,1,58,98,55,0,59,58,0,0,0,0,55,0,11,58,59,57,62,11,11,40,56,3,0,63,1,3,53,62,5,10,57,29,26,73,10,45,53,0,56,10,10,0,54,61,58,53,53,58,62,56,56,0,0,0,0,0,
5,10,7,0,10,6,0,0,60,Daddy,Dirtbag,5,10,10,59,0,2,2,2,2,0,0,60,56,0,56,1191,3210,45,3210,0,0,61,0,10,0,40,0,0,54,18,58,3,3,62,2,2,61,33,40,0,56,55,62,0,1,9,62,57,0,57,0,0,0,0,0,12,3,47,0,11,0,0,0,1,1,1,58,97,57,0,63,61,0,0,1,0,59,0,12,54,57,58,57,7,11,24,32,2,0,61,1,0,59,54,4,6,59,29,0,74,0,41,62,5,54,10,10,0,61,58,60,55,62,60,56,60,25,0,0,0,0,0,
5,10,2,3,7,8,3,3,59,Daddy,Dirtbag,10,4,0,63,0,0,0,1,1,2,2,61,54,0,56,4436,3211,45,3211,0,0,60,2,237,0,74,0,0,54,15,54,3,3,62,1,1,61,7,40,1,53,56,59,0,0,44,57,58,0,59,0,15,15,0,0,0,6,3,0,57,2,0,0,1,1,1,62,92,62,0,53,53,0,0,1,0,58,0,0,62,60,58,54,16,16,40,15,6,0,59,3,14,59,59,5,26,57,10,11,74,9,72,61,8,61,4,10,0,59,55,56,62,54,56,54,57,25,0,0,0,0,0,
6,10,7,1,10,6,3,3,54,Daddy,Dirtbag,8,10,10,57,0,0,0,2,2,0,0,58,56,0,53,10933,3212,45,3212,0,0,55,0,162,0,25,0,0,59,40,55,3,3,62,1,1,60,11,40,0,54,57,53,0,0,0,61,62,0,53,0,15,15,0,0,6,1,31,0,28,1,0,0,1,1,1,56,96,59,0,54,58,0,0,0,0,63,0,6,55,59,57,63,11,11,41,41,6,0,58,1,16,63,60,0,6,56,29,0,72,0,25,53,8,54,10,10,0,62,54,57,62,53,62,57,53,41,0,0,0,0,0,
0,5,7,3,4,1,0,0,62,Daddy,Dirtbag,1,7,4,54,0,0,0,0,0,0,0,61,59,0,55,2387,3213,45,3213,0,0,56,0,236,0,58,0,0,53,77,58,4,4,55,2,2,63,2,40,0,59,56,57,0,0,45,58,59,0,55,0,6,6,0,0,11,6,20,0,44,0,0,0,1,1,1,58,86,60,0,61,54,0,0,0,0,57,0,11,54,59,58,62,10,10,87,85,6,0,55,2,2,63,61,15,23,58,7,5,73,12,112,58,0,55,15,13,0,63,53,61,62,56,61,62,58,85,0,1,0,0,0,
10,10,0,3,3,9,20,20,57,Daddy,Dirtbag,6,10,7,60,0,0,0,0,0,0,0,57,57,0,59,1153,3214,45,3214,0,0,56,0,90,0,43,0,0,61,77,63,4,4,63,2,2,59,2,40,0,59,55,59,8,0,43,55,60,0,62,0,15,15,1,0,0,6,43,0,69,0,0,0,2,2,1,58,82,54,0,60,56,0,0,0,1,57,0,0,63,55,58,62,10,10,79,84,3,0,56,5,6,56,63,24,15,60,20,20,78,15,180,58,0,53,15,14,0,61,55,55,63,60,54,55,58,88,0,0,0,0,0,
6,10,7,3,10,6,3,3,58,Daddy,Dirtbag,5,10,10,58,0,0,0,0,0,2,2,61,53,0,57,4384,3215,45,3215,0,0,56,0,166,0,97,0,0,58,51,58,3,3,62,2,2,58,0,40,0,62,59,55,0,0,36,57,61,0,62,0,10,10,0,0,12,3,15,0,4,0,0,0,1,1,1,60,80,63,0,56,61,0,0,0,0,56,0,12,54,55,58,61,2,2,47,50,1,0,63,1,1,62,53,0,6,55,29,0,74,0,60,61,5,54,10,10,0,59,57,60,62,54,54,53,62,52,0,0,0,0,0,
4,2,8,0,0,3,13,13,58,Daddy,Dirtbag,4,3,2,56,0,0,0,0,0,0,0,62,62,0,61,3125,3216,45,3216,0,0,53,0,28,0,37,0,0,59,85,63,4,4,57,2,2,54,13,40,0,55,58,62,0,0,34,60,55,0,58,0,11,11,1,0,0,5,13,0,77,2,0,0,2,2,1,56,92,59,0,62,62,0,0,0,1,54,0,0,62,56,59,56,11,11,80,79,4,0,61,5,5,60,58,21,21,62,8,20,79,16,125,62,0,60,10,16,0,62,60,61,53,61,61,61,53,80,0,0,0,0,0,
10,5,10,0,10,9,19,19,55,Daddy,Dirtbag,5,10,10,60,0,0,0,0,0,0,0,61,54,0,56,4409,3217,45,3217,0,0,61,0,188,0,26,0,0,57,74,55,4,4,61,2,2,60,2,40,0,56,55,58,0,0,3,60,54,0,62,0,4,4,1,0,0,1,49,0,64,0,0,0,2,2,1,60,82,59,0,55,55,0,0,0,1,62,0,0,54,60,58,61,1,1,75,83,3,0,61,5,8,60,59,21,21,61,15,20,76,17,164,59,0,56,15,16,0,62,61,63,58,55,61,53,60,86,0,0,0,0,0,
4,2,8,1,0,3,16,16,87,Daddy,Dirtbag,4,3,2,86,0,0,0,0,0,0,0,87,81,0,90,2370,3220,46,3220,0,0,90,0,181,0,29,0,0,80,80,89,4,4,85,2,2,85,4,40,0,89,84,87,0,0,42,81,80,0,84,4,6,6,1,0,0,6,14,0,57,1,0,0,2,2,1,85,76,88,0,90,81,0,0,0,1,88,0,0,85,85,85,80,12,12,84,84,1,1,88,5,8,82,82,21,21,80,8,20,79,16,111,80,0,80,10,16,0,82,80,88,90,88,80,84,89,85,0,1,0,0,0,
4,2,8,2,0,3,19,19,80,Daddy,Dirtbag,4,3,2,84,0,0,0,0,0,0,0,89,83,0,86,8331,3221,46,3221,0,0,84,2,56,0,55,0,0,86,74,90,4,4,85,2,2,83,2,40,0,81,81,81,0,0,14,82,80,0,90,0,8,8,1,0,0,3,18,0,60,2,0,0,2,2,1,80,76,87,0,88,87,0,0,1,1,87,0,0,86,90,85,80,2,2,83,78,5,0,88,5,7,84,89,21,21,89,8,20,76,16,123,88,0,84,10,16,0,86,82,82,90,84,80,80,88,82,0,0,0,0,0,
6,10,7,1,10,6,3,3,84,Daddy,Dirtbag,8,10,10,80,0,3,3,1,1,3,3,86,85,0,81,2133,3222,46,3222,0,0,80,2,162,0,46,0,0,81,40,88,3,3,82,1,1,83,14,40,0,88,83,86,0,0,32,90,86,0,84,0,0,0,0,0,11,3,5,0,28,1,0,0,1,1,1,84,78,88,0,88,82,0,0,0,0,88,0,11,82,84,85,89,11,11,42,42,3,0,84,2,16,90,87,0,6,80,29,0,70,0,19,81,8,81,10,10,0,86,90,89,82,88,85,84,83,42,0,0,0,0,0,
8,10,5,3,10,7,3,3,88,Daddy,Dirtbag,7,8,7,82,0,0,0,0,0,1,1,89,88,0,80,2212,3223,46,3223,0,0,85,2,168,0,71,0,0,83,29,80,3,3,88,1,1,84,0,40,0,86,81,87,0,0,33,86,84,0,86,0,0,0,0,0,8,5,60,0,36,1,0,0,1,1,1,82,76,90,0,83,86,0,0,0,0,88,0,8,84,82,85,88,10,10,41,37,6,0,86,1,16,82,90,0,6,81,30,0,71,0,7,84,7,87,0,1,0,87,81,89,90,81,90,80,81,42,0,1,0,0,0,
6,10,7,0,10,6,3,3,85,Daddy,Dirtbag,8,10,10,83,0,0,0,0,0,0,0,82,87,0,89,2075,3224,46,3224,0,0,83,2,169,0,51,0,0,89,39,82,3,3,89,1,1,83,4,40,0,84,90,86,0,0,5,83,85,0,87,0,13,13,0,0,6,1,23,0,1,0,0,0,1,1,1,86,72,80,0,81,88,0,0,0,0,85,0,6,83,84,85,85,10,10,41,41,3,0,89,3,16,81,89,0,6,81,29,0,71,0,26,89,8,84,10,10,0,85,89,85,85,87,89,87,85,41,0,0,0,0,0,
6,10,7,0,10,6,3,3,86,Daddy,Dirtbag,8,10,10,83,0,0,0,2,2,0,0,88,87,0,83,2144,3225,46,3225,0,0,89,2,165,0,67,0,0,86,39,90,3,3,87,1,1,84,0,40,0,84,83,81,0,0,21,87,82,0,86,0,0,0,0,0,8,5,33,0,43,2,0,0,1,1,1,82,76,90,0,84,83,0,0,0,0,87,0,8,81,82,85,80,3,3,42,42,5,0,84,1,16,87,86,0,6,82,29,0,69,0,7,81,8,89,10,10,0,88,80,90,85,80,87,85,81,42,0,0,0,0,0,
8,10,5,2,10,7,3,3,89,Daddy,Dirtbag,7,8,7,86,0,0,0,3,3,0,0,88,89,0,81,5975,3226,46,3226,0,0,87,0,170,0,54,0,1,81,24,90,3,3,88,1,1,89,0,40,0,85,88,85,0,0,46,88,89,0,84,0,11,11,0,0,11,6,26,0,21,1,0,0,1,1,1,80,80,81,0,81,86,0,0,0,0,90,0,11,87,81,86,85,11,11,40,29,3,0,85,3,18,90,89,0,6,80,30,0,75,0,35,82,0,90,0,1,0,86,90,89,84,90,89,81,88,30,0,0,0,0,0,
8,10,5,0,10,7,3,3,86,Daddy,Dirtbag,7,8,7,87,0,1,1,0,0,0,0,82,83,0,83,2112,3227,46,3227,0,0,82,2,165,0,60,0,0,88,40,87,3,3,90,1,1,90,6,40,1,89,90,81,0,0,46,81,83,0,88,0,0,0,0,0,5,6,0,0,18,2,0,0,1,1,1,83,78,90,0,86,85,0,0,0,0,82,0,5,83,85,86,80,5,5,39,39,4,1,85,1,18,89,87,0,6,88,30,0,72,0,24,89,0,84,0,1,0,89,88,87,90,81,88,82,88,39,0,0,0,0,0,
8,10,5,3,10,7,3,3,80,Daddy,Dirtbag,7,8,7,88,0,1,1,3,3,2,2,80,81,0,84,2071,3228,46,3228,0,0,87,0,169,0,67,0,0,82,24,89,3,3,82,1,1,84,4,40,0,84,89,85,0,0,21,85,82,0,89,0,0,0,0,0,12,5,2,0,39,1,0,0,1,1,1,88,80,81,0,84,84,0,0,0,0,83,0,12,88,81,85,90,11,11,43,39,5,0,84,2,16,82,80,0,6,84,30,0,71,0,12,81,7,85,0,1,0,85,90,83,86,90,88,82,87,43,0,0,0,0,0,
4,2,8,3,0,3,20,20,83,Daddy,Dirtbag,4,3,2,89,0,3,3,3,3,0,0,90,90,0,87,11537,3229,46,3229,0,0,82,2,181,0,71,0,1,88,61,83,4,4,80,2,2,88,11,40,0,80,89,81,0,0,3,89,84,0,81,0,0,0,0,0,11,1,5,0,92,1,0,0,2,2,1,82,76,89,0,86,86,0,0,0,0,85,0,11,80,84,85,89,5,5,71,68,6,0,85,1,12,80,84,21,21,90,8,20,77,16,95,87,0,82,10,16,0,84,82,85,84,82,88,87,88,67,0,0,0,0,0,
10,5,10,2,10,9,18,18,84,Daddy,Dirtbag,5,10,10,88,0,0,0,3,3,0,0,86,88,0,87,12051,3230,46,3230,0,0,90,2,145,0,17,0,1,82,34,87,4,4,80,1,1,85,7,40,0,87,84,89,0,0,43,90,84,0,88,0,16,16,0,0,0,6,10,0,90,2,0,0,1,1,1,82,74,81,0,90,82,0,0,0,0,83,0,0,87,81,86,86,2,2,50,27,1,0,86,5,12,90,81,21,21,89,15,20,73,17,145,82,0,86,15,16,0,88,89,88,89,88,84,82,87,21,0,0,0,0,0,
4,2,8,3,0,3,13,13,89,Daddy,Dirtbag,4,3,2,85,0,2,2,2,2,0,0,81,90,0,89,2197,3231,46,3231,0,0,80,2,188,0,39,0,1,83,34,80,4,4,84,2,2,85,7,40,0,86,89,87,0,0,34,90,80,0,90,0,0,0,0,0,0,5,27,0,97,0,0,0,1,1,1,82,80,83,0,86,85,0,0,0,0,89,0,0,87,84,85,88,14,14,50,24,3,0,90,3,12,86,82,21,21,80,8,20,77,16,117,81,0,84,10,16,0,83,87,80,83,88,87,80,90,24,0,0,0,0,0,
